pair_id,smiles1,smiles2,mass1,mass2,mass_diff,runtime_sec,runtime_inside_mces,distance,compute_mode,skipped,solverCalled,ilp_solver,actual_threshold,raw_mces_result,error_message,result_type,is_exact,is_lower_bound,d1,d_bond,d_path,d2,d_rascal
36524,[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CC[C@H](O)CC,[H][C@@](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C=C/C(=O)CCCCC,846.14,846.14,1.14E-13,2.936015606,1.715399742,6,1,0,1,1,10,"(0, 6.0, 1.7153997421264648, 1, 1, 10, 2.0, 3.0, 7.5, 2.0, 0)",,exact,1,0,2,3,7.5,2,0
38414,[H][C@@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCC\C=C/C\C=C/C=C/C(O)C\C=C/C\C=C/CC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCC1=C(C)C(C)=C(CCCCC)O1,863.447,862.139,1.308,1.125110149,0.00302434,23.5,2,0,0,0,10,"(0, 23.5, 0.0030243396759033203, 2, 0, 10, 23.5, None, None, None, 0.0)",,lower_bound,0,1,23.5,,,,0
38857,[H][C@@](COC(=O)CCCCCCC\C=C\C=C\C(O)C\C=C\CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,[H][C@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)CC,848.068,849.42,1.352,1.133160353,0.003024101,20,2,0,0,0,10,"(0, 20.0, 0.0030241012573242188, 2, 0, 10, 20.0, None, None, None, 0.0)",,lower_bound,0,1,20,,,,0
39181,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](O)[C@@H](O)[C@H]2OP(O)(=O)OC[C@@H](COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCC\C=C/C[C@@H]([C@@H](O)CC1=O)[C@@H](O)[C@H](O)[C@H]2O,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,979.151,979.654,0.503,1.136832476,0.002961159,32,2,0,0,0,10,"(0, 32.0, 0.0029611587524414062, 2, 0, 10, 32.0, None, None, None, 0.0)",,lower_bound,0,1,32,,,,0
39576,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C,877.474,877.474,1.14E-13,4.001294851,2.856436491,4,1,0,1,1,10,"(0, 4.0, 2.8564364910125732, 1, 1, 10, 1.0, 0.0, 2.0, 1.0, 0)",,exact,1,0,1,0,2,1,0
40251,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C,849.42,849.42,1.14E-13,26.53654695,25.38370943,6,1,0,1,1,10,"(0, 6.0, 25.38370943069458, 1, 1, 10, 1.0, 0.0, 2.0, 1.0, 0)",,exact,1,0,1,0,2,1,0
40648,[H][C@](O)(COP(O)(O)=O)COP(O)(=O)OC[C@@]([H])(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/[C@@H](O)CCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC,[H][C@](O)(COP(O)(O)=O)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/CC1OC1C\C=C/CC,919.08,919.08,5.68E-13,7.576965094,6.372170925,10,2,0,1,1,10,"(0, 10, 6.372170925140381, 2, 1, 10, 1.0, 2.0, 5.0, 2.0, 0)",,lower_bound,0,1,1,2,5,2,0
40818,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C,905.528,905.528,1.14E-13,4.546446085,3.326361418,2,1,0,1,1,10,"(0, 2.0, 3.3263614177703857, 1, 1, 10, 1.0, 0.0, 2.0, 1.0, 0)",,exact,1,0,1,0,2,1,0
41289,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC,877.474,877.474,0,4.156198978,2.919032335,4,1,0,1,1,10,"(0, 4.000000000000629, 2.919032335281372, 1, 1, 10, 2.0, 0.0, 4.0, 2.0, 0)",,exact,1,0,2,0,4,2,0
41507,[H][C@@](COC(=O)CCC\C=C/CC1OC1C\C=C/C\C=C/CCCCC)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O)OC(=O)CCCCCCCCC(C)CC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC,976.048,975.663,0.385,1.225182772,0.002142191,43,2,0,0,0,10,"(0, 43.0, 0.002142190933227539, 2, 0, 10, 43.0, None, None, None, 0.0)",,lower_bound,0,1,43,,,,0
41719,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C,821.366,821.366,1.14E-13,8.783272266,7.597499371,6,1,0,1,1,10,"(0, 6.0, 7.597499370574951, 1, 1, 10, 1.0, 0.0, 2.0, 1.0, 0)",,exact,1,0,1,0,2,1,0
42724,[H][C@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,[H][C@@](COC(=O)CC\C=C/C\C=C/C[C@H](O)\C=C\C=C/C=C/[C@H](O)C\C=C/CC)(COP(O)(=O)OCCN)O\C=C\CCCCCCCC\C=C/CCCCCC,807.339,806.075,1.264,1.139701843,0.00303483,19,2,0,0,0,10,"(0, 19.0, 0.003034830093383789, 2, 0, 10, 19.0, None, None, None, 0.0)",,lower_bound,0,1,19,,,,0
42727,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC,807.339,807.339,1.14E-13,3.798905849,2.38589716,4,1,0,1,1,10,"(0, 4.0, 2.385897159576416, 1, 1, 10, 1.0, 0.0, 2.0, 1.0, 0)",,exact,1,0,1,0,2,1,0
43184,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)C(O)=O,895.492,896.241,0.749,1.157268047,0.001993895,16,2,0,0,0,10,"(0, 16.0, 0.001993894577026367, 2, 0, 10, 16.0, None, None, None, 0.0)",,lower_bound,0,1,16,,,,0
43917,[H][C@@](COC(=O)CCCCCCCCC1=C(C)C(C)=C(CCCCC)O1)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/[C@H](O)CCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC,822.074,821.366,0.708,1.158903599,0.004017115,20.5,2,0,0,0,10,"(0, 20.5, 0.0040171146392822266, 2, 0, 10, 20.5, None, None, None, 0.0)",,lower_bound,0,1,20.5,,,,0
44130,[H][C@@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC,835.393,835.393,3.41E-13,60,,,,1,0,,,,Exceeded 60 seconds,unknown,0,0,,,,,
45494,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC,[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,881.421,880.154,1.267,1.159636974,0.003202438,17,2,0,0,0,10,"(0, 17.0, 0.0032024383544921875, 2, 0, 10, 17.0, None, None, None, 0.0)",,lower_bound,0,1,17,,,,0
46648,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCC(=O)\C=C\C=C/C\C=C/C\C=C/CCCCC,[H][C@@](COC(=O)CCC\C=C/C\C=C/CC1OC1C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCC,811.047,812.123,1.076,4.68391037,3.513433933,10,2,0,1,1,10,"(0, 10, 3.5134339332580566, 2, 1, 10, 5.0, 5.0, 8.75, 7.0, 0)",,lower_bound,0,1,5,5,8.75,7,0
47236,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C,919.555,919.555,0,12.24080229,11.06181169,6,1,0,1,1,10,"(0, 6.0, 11.061811685562134, 1, 1, 10, 0.0, 0.0, 0.0, 0.0, 0)",,exact,1,0,0,0,0,0,0
48383,[H][C@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,[H][C@@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CCCCC,877.389,878.226,0.837,1.18797636,0.00398922,16,2,0,0,0,10,"(0, 16.0, 0.003989219665527344, 2, 0, 10, 16.0, None, None, None, 0.0)",,lower_bound,0,1,16,,,,0
48534,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1CCCCCCC(=O)O[C@H](COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)COP(O)(=O)OC[C@@H](O)COP(O)(O)=O,975.663,977.116,1.453,1.137509346,0.002999783,34,2,0,0,0,10,"(0, 34.0, 0.0029997825622558594, 2, 0, 10, 34.0, None, None, None, 0.0)",,lower_bound,0,1,34,,,,0
48787,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC(C)CC,877.474,877.474,1.14E-13,11.65166998,10.48236632,6,1,0,1,1,10,"(0, 6.0, 10.48236632347107, 1, 1, 10, 1.0, 0.0, 2.5, 1.0, 0)",,exact,1,0,1,0,2.5,1,0
49512,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,841.4,840.221,1.179,1.165040493,0.001997709,16,2,0,0,0,10,"(0, 16.0, 0.001997709274291992, 2, 0, 10, 16.0, None, None, None, 0.0)",,lower_bound,0,1,16,,,,0
50563,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C=C/C(=O)CCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](OP(O)(O)=O)C1O)OC(=O)CCCCCCC\C=C/C\C=C/CCC,947.609,949.018,1.409,1.144539118,0.002995014,35,2,0,0,0,10,"(0, 35.0, 0.002995014190673828, 2, 0, 10, 35.0, None, None, None, 0.0)",,lower_bound,0,1,35,,,,0
51891,[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC(C)CC,[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC(C)C,807.339,807.339,1.14E-13,10.80847669,9.660386562,6,1,0,1,1,10,"(0, 6.0, 9.660386562347412, 1, 1, 10, 0.0, 0.0, 1.0, 0.0, 0)",,exact,1,0,0,0,1,0,0
53002,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C,975.663,975.663,1.14E-13,11.4960947,10.30163789,6,1,0,1,1,10,"(0, 6.0, 10.301637887954712, 1, 1, 10, 1.0, 0.0, 2.5, 1.0, 0)",,exact,1,0,1,0,2.5,1,0
55329,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OCC(O)C(O)C4O)C3O)C(O)C2O)OC11CCC(C)CO1,CCCCC[C@@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@H]1C\C=C/CC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)COP(O)(O)=O)OC(=O)CCCCCCCCCCCCC(C)C,873.043,872.964,0.079,1.216729879,0.002960682,16,2,0,0,0,10,"(0, 16.0, 0.002960681915283203, 2, 0, 10, 16.0, None, None, None, 0.0)",,lower_bound,0,1,16,,,,0
55349,[H][C@@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC,849.42,848.068,1.352,1.149022818,0.001993895,22,2,0,0,0,10,"(0, 22.0, 0.001993894577026367, 2, 0, 10, 22.0, None, None, None, 0.0)",,lower_bound,0,1,22,,,,0
56057,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)C(O)=O,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC,864.155,863.12,1.035,1.456968307,0.301967859,14,2,0,0,0,10,"(0, 14.0, 0.3019678592681885, 2, 0, 10, 8.0, 8.5, None, 14.0, 0.0)",,lower_bound,0,1,8,8.5,,14,0
56992,[H][C@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCC(=O)\C=C\C=C/CCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,821.366,822.118,0.752,1.138914347,0.00312686,18,2,0,0,0,10,"(0, 18.0, 0.003126859664916992, 2, 0, 10, 18.0, None, None, None, 0.0)",,lower_bound,0,1,18,,,,0
57158,[H][C@@](COC(=O)CCCCCCCCCC(C)C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O)OC(=O)CCC[C@@H](O)\C=C\C=C/C\C=C/C\C=C/CCCCC,[H][C@](COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC,976.048,975.493,0.555,1.128765583,0.003122807,43,2,0,0,0,10,"(0, 43.0, 0.0031228065490722656, 2, 0, 10, 43.0, None, None, None, 0.0)",,lower_bound,0,1,43,,,,0
57311,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCC[C@@H](O)\C=C\C=C/C\C=C/C=C/[C@@H](O)CCCCC)OC(=O)CCCCCCC\C=C/C=C\CCCCCC,[H][C@](COC(=O)CCCCCCC\C=C/CCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,827.046,827.329,0.283,1.132463694,0.001995802,18,2,0,0,0,10,"(0, 18.0, 0.0019958019256591797, 2, 0, 10, 18.0, None, None, None, 0.0)",,lower_bound,0,1,18,,,,0
57775,[H][C@@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC(C)CC,835.393,835.393,3.41E-13,3.623595476,2.467233419,6,1,0,1,1,10,"(0, 6.0, 2.467233419418335, 1, 1, 10, 1.0, 0.0, 2.5, 1.0, 0)",,exact,1,0,1,0,2.5,1,0
58609,[H]C1=C(CCCCC)OC(CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC2=C(C)C([H])=C(CCCCC)O2)COP(O)(=O)OCC[N+](C)(C)C)=C1C,[H][C@@](COC(=O)CCCCCCCCCCCCC1=C(C)C(C)=C(CCCCC)O1)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC(O)\C=C\C=C\C\C=C\CC,895.233,894.225,1.008,1.542110205,0.389812231,12.25,2,0,0,0,10,"(0, 12.25, 0.3898122310638428, 2, 0, 10, 3.5, 7.25, 12.25, 5.0, 0.0)",,lower_bound,0,1,3.5,7.25,12.25,5,0
58813,[H][C@@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCC(=O)\C=C\C=C/CCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/C\C=C/CC,810.107,810.019,0.088,4.089286566,2.945422411,10,2,0,1,1,10,"(0, 10, 2.945422410964966, 2, 1, 10, 6.0, 5.0, 9.75, 7.0, 0)",,lower_bound,0,1,6,5,9.75,7,0
59520,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCC[C@H](O)[C@@H](O)C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCCCC,919.555,919.14,0.415,1.200917721,0.00299263,25,2,0,0,0,10,"(0, 25.0, 0.0029926300048828125, 2, 0, 10, 25.0, None, None, None, 0.0)",,lower_bound,0,1,25,,,,0
60002,[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,CCCCCCCCCCCCCCCC\C=C/OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,821.366,822.206,0.84,1.129049778,0.001993418,15,2,0,0,0,10,"(0, 15.0, 0.001993417739868164, 2, 0, 10, 15.0, None, None, None, 0.0)",,lower_bound,0,1,15,,,,0
61417,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC,835.393,835.393,3.41E-13,3.667767286,2.463274002,4,1,0,1,1,10,"(0, 4.0, 2.4632740020751953, 1, 1, 10, 0.0, 0.0, 1.0, 0.0, 0)",,exact,1,0,0,0,1,0,0
61530,[H][C@](COC(=O)CCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCC(C)C,821.366,821.366,1.14E-13,18.701828,17.44293404,6,1,0,1,1,10,"(0, 6.0, 17.442934036254883, 1, 1, 10, 1.0, 0.0, 2.0, 1.0, 0)",,exact,1,0,1,0,2,1,0
62994,[H][C@](COC(=O)CCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,[H][C@](O)(COP(O)(O)=O)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC[C@@H](O)\C=C/C=C/C=C/[C@@H](O)C\C=C/CCCCC,905.443,905.009,0.434,1.142434359,0.002993345,27,2,0,0,0,10,"(0, 27.0, 0.002993345260620117, 2, 0, 10, 27.0, None, None, None, 0.0)",,lower_bound,0,1,27,,,,0
63126,[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C=C/C(=O)CCCCC)(COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,[H][C@](COC(=O)CCCCCCC\C=C/CCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,927.163,927.449,0.286,1.141412497,0.003023863,21,2,0,0,0,10,"(0, 21.0, 0.003023862838745117, 2, 0, 10, 21.0, None, None, None, 0.0)",,lower_bound,0,1,21,,,,0
63233,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCC,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCC\C=C/C\C=C/C=C/C(O)C\C=C/C\C=C/CC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC,837.324,837.085,0.239,1.182284117,0.001994133,15,2,0,0,0,10,"(0, 15.0, 0.0019941329956054688, 2, 0, 10, 15.0, None, None, None, 0.0)",,lower_bound,0,1,15,,,,0
63557,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C=C/CC(O)\C=C/CC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC,907.459,908.296,0.837,1.167938709,0.003122091,16,2,0,0,0,10,"(0, 16.0, 0.003122091293334961, 2, 0, 10, 16.0, None, None, None, 0.0)",,lower_bound,0,1,16,,,,0
63994,[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCC(C)C,961.636,961.636,1.14E-13,9.230478764,8.042454243,4,1,0,1,1,10,"(0, 4.0, 8.042454242706299, 1, 1, 10, 0.0, 0.0, 0.0, 0.0, 0)",,exact,1,0,0,0,0,0,0
64113,CCCCCCCC\C=C/CCCCCCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)COP([O-])(=O)OCC[N+](C)(C)C,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)C(O)=O,840.221,840.133,0.088,3.102319241,1.904144287,10,1,0,1,1,10,"(0, 10.0, 1.904144287109375, 1, 1, 10, 7.0, 4.0, 6.0, 8.0, 0)",,exact,1,0,7,4,6,8,0
64586,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC,849.42,849.42,2.27E-13,3.669614792,2.533067703,4,1,0,1,1,10,"(0, 4.000000000000168, 2.5330677032470703, 1, 1, 10, 0.0, 0.0, 0.0, 0.0, 0)",,exact,1,0,0,0,0,0,0
